文物名称,时代,图片链接,分类,种类,文物简介
缂丝万年如意图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15755.jpg,织绣画,缂丝,缂丝万年如意图轴，清乾隆，纵29厘米，横85厘米。图在本色地上缂织万年如意图。画面描绘一条出水鲶鱼口吐水气冲上天空，水中浪花翻滚，天空飘浮五彩祥云，云朵皆呈如意头形，岸边碧草萋萋，鲜花盛开。此图轴为双面缂，即正反两面花纹、色彩完全一样，两面均看不出缂织的线头，这就要求艺人具有高超精湛的手艺。此画采用平缂、长短戗、构缂等技法织成，缂工细致，多用间晕法，色泽淡雅，配色和谐，是弥足珍贵的清代双面缂丝佳品。
缂丝秋桃绶带图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15772.jpg,织绣画,缂丝,缂丝秋桃绶带图轴，清乾隆，纵198厘米，横59厘米。图以桃和绶带鸟为题材缂织，寓祝寿之意。作品原稿具有明代吴派画家陆治的“淡彩写生”之风格，工笔勾勒与设色没骨法相兼。艳丽的花卉、桃实与淡彩晕染的坡石、溪流相映成趣，绶带鸟笔墨工丽、写实，配色文秀雅致，属于文人画中工笔淡彩的画风，反映出作者娴静高雅的性情和蕴藉风流的艺术追求。为追摹原画稿笔意，此作缂技灵巧多变，采用平缂、搭缂、长短戗、掼缂和木梳戗等多种技法，使色彩晕染更趋自然。尤其是在缂织桃实尖和晕染山石时，采用华丽精美的凤尾戗技法，从而更具装饰性。缂织细微处，如海棠花残叶，则频繁而灵活地变换色丝小梭，以求写实的效果。花朵和叶脉则用构缂勾勒以表现工笔画之趣味。
缂丝乾隆御笔朱竹图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15751.jpg,织绣画,缂丝,缂丝乾隆御笔朱竹图轴，清乾隆，纵123厘米，横43厘米。清宫旧藏。此图摹乾隆皇帝御笔画稿缂织而成。画稿虽无工巧之细，却注重清雅之趣。着笔用色虽稚拙刻板，然颇有显贵之气，富于文人画之韵味。为追摹原画这种宁拙勿巧的意境，缂织者也相应地多用平缂、搭缂、长短戗等简单的技法而不追求繁复多变的缂法，仅用色丝的深浅变化来表现山石的皴染、朱竹的立体感，较好地再现了原画的神韵。图轴之诗堂书乾隆御笔题跋，并缂朱文“乾”与白文“隆”二印，钤“乾隆御览之宝”、“乾隆鉴赏”、“石渠宝笈”、“宝笈三编”、“三希堂精鉴玺”、“宜子孙”等10枚印玺。
缂丝乾隆御笔心经册页,清乾隆,http://www.dpm.org.cn/Uploads/Picture/2017/04/21/s58f9ab29e1579.jpg,织绣画,缂丝,缂丝乾隆御笔心经册页，清乾隆，八开，每开纵19厘米，横18厘米。清宫旧藏。此册页摹缂乾隆帝于乾隆十八年（1753年）元旦所书《般若波罗密多心经》。作品在粉色地上，墨线缂织经文，后署：“般若波罗密多心经。乾隆十有八年岁次癸酉元旦沐手敬书”。前后副页彩缂观音大士和韦陀像以及彩云金龙等纹样。采用平缂、搭缂、构缂和缂鳞等技法缂织。心经字迹结体圆润，人物及云龙形象亦较生动。册页首尾缂“写心”、“乾隆宸翰”、“荑荛堂”朱方印，钤“得大自在”白方。
缂丝金山全图挂屏,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/15781.jpg,织绣画,缂丝,缂丝金山全图挂屏，清乾隆，纵114厘米，横69厘米。清宫旧藏。此作缂织金山全图，金山位于今镇江市，与焦山、北固山并称京口三山。山上有金山寺、慈寿塔和天下第一泉，民间传说中“白娘子水漫金山寺”的故事就发生在这里。画面以工笔中兼写意的手法并结合西方绘画的透视技法，将金山叠嶂的层林、巍峨的庙宇和险峻的山峰尽收眼底，画面设色清雅，层次清晰，远山近景相映成趣。此幅较突出地表现了清乾隆朝织绣画作品缂绘结合、相得益彰的特点。其缂织技法并不繁复，只用平缂、搭缂和少量的构缂来缂织物象轮廓和较大面积的色块，但缂工极精致平细。笔墨渲染亦力求工丽细腻，其山石的皴染、林木的勾勒，乃至楼台庙宇之一瓦一柱无不细腻精妙，准确地传达出原作的意趣。
缂丝榴花双雀图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14312.jpg,织绣画,缂丝,缂丝榴花双雀图轴，清乾隆，纵165厘米，横42厘米。此图轴以写实手法表现成熟的石榴、小憩的双雀、翻飞的蝴蝶以及山石花草。缂织技法追摹原稿本之意趣，采用长短戗、构缂、木梳戗、搭缂等技法精细地缂织。树干、果实、鸟羽、蝶翅等细部着笔晕色，力求逼真。构图疏朗，层次分明。配色讲究自然柔和，雅致脱俗。成熟的果实衬以绿叶自然真实，而灰蓝色的山石与浅绿色的花草相配则清丽淡雅，颇具绘画之神韵。“榴花双雀”是清乾隆时花鸟画常见题材之一，寓意多子多福。
刺绣牡丹锦鸡图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14176.jpg,织绣画,刺绣,刺绣牡丹锦鸡图轴，清乾隆，纵108厘米，横64厘米。图轴米色绫地，绣一对羽翼斑斓的锦鸡于牡丹盛开、溪泉潺潺的山涧嬉戏。画幅兼施多种针法，以套针绣枝叶，以滚针绣水波，以齐针绣锦鸡尾部斑纹，以刻鳞针和施毛针绣羽毛，以迭抢针绣牡丹花，物象生动真切，具有不同的质感和立体感，背景层次亦合乎自然形态。画面构图疏密有致，设色富丽与清雅兼具，于雍容华贵中透出幽淡空寂的野逸之趣。
缂丝新韶如意图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14318.jpg,织绣画,缂丝,缂丝新韶如意图轴，清乾隆，纵59厘米，横38厘米。清宫旧藏。图中花瓶、花盆各一，瓶插茶花、梅花、松枝，盆栽灵芝。原画稿采用笔墨较简省的小写意法绘制，勾勒、没骨、设色、水墨兼用，物象简练质朴，设色淡雅清丽，用笔宁拙勿巧，颇似清代扬州画派金农的风格。图轴在缂丝技法上追摹简逸的画风，无华丽繁复的技法变换，多用平缂表现色彩，以构缂、搭缂表现勾勒笔法，以包心戗表现茶花瓣的层次，用合色线表现晕染效果。松针、灵芝等均用笔描绘，较好地表现出文人画重情趣、轻工丽、简朴清逸的风格。此图缂织墨书“新韶如意 御笔”款及“新藻发春妍”、“清供耳目谋”、“扇以淳风”、“乾”、“隆”等印5枚。《石渠宝笈》、《清内府藏书画录》著录。
满绣弥勒佛像轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14325.jpg,织绣画,满绣,满绣弥勒佛像轴，纵60厘米，横34厘米。清宫旧藏。图绣佛教大乘菩萨之一弥勒佛在凡间济度众生和在天界继承佛法的情景。画面满绣不露地，图纹多用缉线或金线勾勒轮廓，运用套针、齐针、钉针、平金、编针、绒针等针法绣制，共绣有弥勒佛、大成就者、后弘期印度大师阿底峡尊者和伎乐天人等佛界人物80余位。佛像设色富丽，使用了金黄、明黄、驼黄、朱红、桔红、宝蓝、深蓝、月白、草绿、果绿、浅灰等十余种色线，加之几乎每一个物象都施以金线，使画面呈现出金光灿烂、金碧辉煌的装饰效果。背面白绫签有墨书汉、满、蒙、藏四种文字，其中汉文为：“乾隆四十一年八月二十日钦命阿旺班珠尔胡土克图认看绣像弥勒佛，番称嘉穆巴，清称郭升拂齐希，蒙古称迈达理。”此佛像轴构图繁富热烈而井然有序，绣工极精细，堪称清乾隆时期刺绣技艺之精品。
缂丝乾隆御笔梅杏图轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14180.jpg,织绣画,缂丝,缂丝乾隆御笔梅杏图轴，清乾隆，纵107厘米，横55厘米。清宫旧藏。此画幅以梅花和杏花为主题构图，梅、杏枝干横伸斜欹，疏影参差，花朵含苞初绽，芳菲绚丽，传递着早春的气息。画幅以齐缂法进行块面缂织，以构缂法勾勒花边轮廓，在直长的枝干处施以搭缂，而梅树的瘤节则用包心戗缂出，梅干的虬曲苍劲得以生动地表现。画面上方缂织御题诗：“梅兄杏弟江南例，杏主梅宾蓟北题。底藉郭驼法之巧，可忝庄叟物斯齐。” 款题：“田盘富于杏，兹游正值盛开，雨后益饶艳冶。向于雨，花室移盆，梅植于庭者同时放花。因各写一枝，兹成是诗。书之乙巳暮春御笔。”“乙巳”为清乾隆五十年（1785年）。款末缂“古稀天子之宝”和“犹日孜孜”朱印2方。另在画面左侧缂“意在笔先”和“摛藻为春”朱印2方，右下角缂“涉笔偶值几闲”朱印1方。此图轴构图简逸，设色轻淡，物象拙朴而神气十足，得绘画中小写意法之笔韵。
刺绣御笔热河考卷,清乾隆,http://www.dpm.org.cn/Uploads/Picture/2017/04/05/s58e442cca5732.jpg,织绣画,刺绣,刺绣御笔热河考卷，清乾隆，纵34厘米，横492厘米。清宫旧藏。热河，即武列水，是滦河的支流，流经河北承德。清乾隆帝曾派蒙古喀喇沁旗郡王及内大臣对热河进行考察，并钦作《热河考》，原文见《高宗御制文》二集第二十一卷。文中认为热河即古武列水，且说明：“三源既汇，又西南流，沿山庄东北，历锤峰下，山庄行宫内亦有温泉流出汇之，于是始有热河之名。”这件绣品即摹乾隆帝此篇御制文而绣成。在缃色绸地上以黑色丝线绣字。绣线劈绒细密，运丝流畅，得原作工致雅逸之墨气。引首绣行书“武列征源”，上方中央以朱线绣“乾隆御笔”玺印。卷首以朱线绣“五福五代堂古稀天子宝”、“八徵耄念之宝”和“游六艺圃”3方印。卷尾绣落款：“戊子仲秋月上澣御笔”，“戊子”为乾隆三十三年（1768年）。绣朱文印三枚：“乾”、“隆”、“几暇临池”。朱启钤《清内府藏刺绣书画录》著录。
缂丝仙山楼阁图,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14317.jpg,织绣画,缂丝,缂丝仙山楼阁图，清乾隆，纵29厘米，横28厘米。此图在本色地上缂织仙山楼阁。殿宇亭台之间树木葱郁，小桥流水，彼岸远方有群山及山中楼阁。画面布局繁密，境界幽静旷远。此作品将缂丝与绘画有机地融合为一体，先缂织后添色。缂工主要用平缂织物象的轮廓，间用搭缂、长短戗手法，其上再用各种颜色绘出形象。画中的楼阁建筑以界尺画出，山石皴法使用了墨、石绿、赭石色，极似仇英的楼阁界画之风格。此缂丝画中楼阁工细，山青树茂，敷色古雅。
缂丝乾隆御笔十全老人之宝说卷,清乾隆,http://www.dpm.org.cn/Uploads/Picture/2017/04/21/s58f9b0d48fdf5.jpg,织绣画,缂丝,缂丝乾隆御笔十全老人之宝说卷，清乾隆，纵30厘米，横281厘米。清宫旧藏。晚年的乾隆皇帝志得意满。乾隆五十七年（1792年），反击廓尔克的战役全胜之时，弘历已入耄耋之年。他总结在位以来取得的历次军事胜利，称为“十全武功”，自诩“十全老人”，并作《十全记》“以昭武功而垂久远”，更意在通过军事成就而彰显自己的仁君之道。为此又镌刻“十全老人之宝”玉玺，并作文述旨，思尽君王之职，敬祈天佑帝业。手卷在浅黄地上缂织蓝字行书42行，末尾落款“乾隆癸丑仲春月中澣御笔”，应是乾隆五十八年（1793年）二月下旬所书。并缂织“八徵耄念之宝”、“自强不息”朱、白文玺各一方。引首缂织蓝字行书“职思祈佑”，四字正上方钤“八徵耄念之宝”。此手卷缂工简单，以平缂为主，缂法精致细密。
缂丝柳色五古诗轴,清乾隆,http://www.dpm.org.cn/Uploads/Picture/dc/14313.jpg,织绣画,缂丝,缂丝柳色五古诗轴，清乾隆，纵77厘米，横28厘米。清宫旧藏。五言古诗《柳色》是清乾隆十五年（1750年）春，乾隆皇帝在出巡途中歌咏春色、抒发情怀的诗作。诗文曰：御苑临仙跸，鹅黄看尚浅。涿鹿度行旌，柔条绿堪绾。窣地映青牟，飏风迎玉辇。向南气已暄，来东飔正软。披拂无纤尘，掩冉待新藓。景光触目佳，情怀以诗遣。乾隆皇帝一生数万首御制诗中咏春之作颇多，但以御笔为稿本再缂织成轴者并不多见。此诗轴主要以平缂、搭缂等常见技法缂织而成，运梭灵巧精妙，缂工平齐细密，准确地传达了弘历行书的神韵。配色以浅粉色为地，深蓝色为字，高雅别致，似又透露出融融春意，堪称书法与缂织合璧之佳作。
缂丝戒得堂前后记卷,清乾隆,http://www.dpm.org.cn/Uploads/Picture/2017/04/21/s58f9ab29e0b2a.jpg,织绣画,缂丝,缂丝戒得堂前后记卷，清乾隆，纵32厘米，横300厘米。清宫旧藏。戒得堂建于清乾隆四十五年（1780年），位于承德避暑山庄镜湖西部的小岛上。乾隆御笔《戒得堂记》及《戒得堂后记》作于乾隆四十六年（1781年）孟秋。文中概括阐明了清康熙帝“戒之在得”之寓意，指出君主到晚年应戒对功业之贪欲，并居安思危，守成不怠，以示后人。缂丝戒得堂前后记是以乾隆御书为稿本缂织而成。缂织技法并不繁复，仅见平缂、搭缂等常见技法，但手卷幅面横宽300厘米，缂丝织机幅宽也需要300厘米，纵向织造86行字，顿挫勾点不失笔韵并非易事。作品文字排列均匀，字体大小一致，表现出缂工的精妙细致，一丝不苟。作品缂有“古稀天子之宝”印大小各一枚，“犹日孜孜”印一枚。手卷包首为缂丝天鹿纹，饰五彩祥云，用构缂、平缂技法缂织天鹿，以搭缂、平缂、长短戗技法缂织五彩祥云，以掼缂织海水江崖等纹饰，包首亦为一件精美的作品。玉别内侧刻有乾隆款识。此手卷是保存完整的原装裱的作品。
缂丝御笔君子小人论卷,清乾隆,http://www.dpm.org.cn/Uploads/Picture/2017/04/05/s58e442cca86b4.jpg,织绣画,缂丝,缂丝御笔君子小人论卷，清乾隆，纵26厘米，横186厘米。清宫旧藏。《君子小人论》为弘历于清乾隆四十八年（1783年）所作的一篇御制文，其旨在于警谕君臣：君子小人“其迹则不可不慎也”，告诫臣子弃别门户朋党之争，以避“祸延及国家”。此卷以乾隆皇帝这篇行书御制文为蓝本而缂织。牙白色地，以黑色丝线缂字。主要采用齐缂技法制作，个别带长竖笔划的字运用了搭梭技法，即在字色与地色相接的开口之间缂织一梭至数梭，使其搭连在一起，以增强牢度。全幅近600字，字字精心缂织，将原作庄重规整的布局、结构严谨的字体、字里行间呼应贯气的笔法以及笔势运动的方向、重心位置的变化等都忠实而生动地表现出来，可谓形神兼备，显示出缂织技艺的娴熟高超。诗塘内缂乾隆帝御题“治原明慎”四字，钤“乾隆御笔”玺。卷首钤“五福五代堂古稀天子宝”、“八征耄念之宝”、“万有同春”、“用笔在心”和“取益在广求”朱印5方。卷尾缂款“癸卯新正月中澣御笔”，并缂“古稀天子之宝”和“犹日孜孜”朱印2方。
