文物名称,时代,图片链接,分类,窑口,文物简介
青花釉里红魁星图瓶,清,http://www.dpm.org.cnhttps://ggzlimg.dpm.org.cn/app/gugong/2023/0116/KTG7Cvh0p1D3wsm091qfKnUCdEuFghpJYRs4mmFS.jpg,未知,未知,青花釉里红魁星图瓶，清，高27.0cm，口径5.5cm，足径8.4cm。 外壁青花釉里红装饰魁星点斗图，一鳌自海水中探头，魁星单足立于鳌头，作奔跑状，回首远眺，高举右手执笔，左手持一银锭，空中绘北斗七星、折枝花纹。上部留白处题行书诗句：“两耳鬓蓬松，文章盖世雄，双眸观北斗，一笔扫场空，鳌头我独占，必定压诸公。”并有二方朱印文。
宜兴窑紫砂百果壶,清,http://www.dpm.org.cn/Uploads/Picture/dc/23771.jpg,紫砂,宜兴窑,宜兴窑紫砂百果壶，清，高9厘米，足距5.5厘米。壶身圆形，其上点缀瓜子、蚕豆、白果、莲子等果实，辣椒为流，菱角为柄，蘑菇为盖。紫红色砂泥，细腻润滑。百果壶也称花果形壶，清代初期一代名家陈鸣远开创花果壶之先河，乾隆、嘉庆时期其成为流行壶式。制作紫砂百果壶要根据果实的颜色调制出各种不同色调的砂泥，民国初年曾有过批量生产，社会流传较多，但民国产品的水平与此壶相差甚远。
宜兴窑仿钧釉茶壶,清,http://www.dpm.org.cn/Uploads/Picture/dc/60004.jpg,颜色釉,宜兴窑,宜兴窑仿钧釉茶壶，清，通高19.5厘米，口径9.8厘米，足径11.8厘米。茶壶紫砂胎，敞口，长圆腹，浅圈足。通体施炉均釉。壶身一侧置短流，流根部开六个筛状孔，另一侧置曲柄。茶壶附伞形圆盖，盖顶置桥形钮。外底刻阳文篆体“荆溪孙渭徴制”款。
宜兴窑仿钧釉鼓钉三足花盆托,清,http://www.dpm.org.cn/Uploads/Picture/dc/60014.jpg,颜色釉,宜兴窑,宜兴窑仿钧釉鼓钉三足花盆托，清，高8厘米，口径21.5厘米，足距11厘米。花盆托紫砂胎，口微内敛，平沿，鼓腹，圈足。内、外均施天蓝色釉，釉面匀净深沉。圈足内施酱色釉，外底刻有数目字“五”。圈足下承以三个如意头形足。外口沿及近足底处各饰凸起鼓钉一周。宜兴窑位于江苏省宜兴，是苏南重要的古瓷窑。最迟始烧于汉代，入明以来以烧造紫砂陶器闻名。其仿宋钧的带釉陶器，被称作“宜钧”。
黄地粉彩丛竹纹盅,清,http://www.dpm.org.cn/Uploads/Picture/dc/54491.jpg,粉彩,景德镇窑,黄地粉彩丛竹纹盅，清同治，高3.4厘米，口径6.5厘米，足径2.6厘米。盅敞口，弧腹，圈足，足内施白釉署红彩“同治年制”4字双行楷书款。盅外壁以黄地绿彩竹叶纹为饰，里施白釉，口沿、近足和足边各施金彩。竹叶纹分上下两层整齐排列。其先以墨彩勾勒出竹叶枝干和叶形，然后再施绿彩填涂叶片。
藕荷地粉彩花卉纹捧盒,清,http://www.dpm.org.cn/Uploads/Picture/dc/57090.jpg,粉彩,景德镇窑,藕荷地粉彩花卉纹捧盒，清光绪，通高17.2厘米，口径30.0厘米，足径17.3厘米。盒呈馒头形，上下子母口套合，圈足。盒内施白釉，外壁藕荷地粉彩花卉纹装饰。盒盖顶部中心绘一正面五爪龙，四周环以桃树、水仙、牵牛花、冬青等纹饰。口沿绘变形回纹。盒体外壁描绘与盒盖相同的花卉纹，口沿及圈足外墙绘变形回纹。圈足内施白釉。外底中心署矾红彩篆体“体和殿制”四字双行款。此捧盒 “体和殿制”款，表明它系光绪年间景德镇御窑厂为光绪十年（1884年）慈禧太后50寿辰专门烧造的祝寿用瓷。
黄地粉彩梅鹊纹圆瓷片桌心,清,http://www.dpm.org.cn/Uploads/Picture/dc/54477.jpg,粉彩,景德镇窑,黄地粉彩梅鹊纹圆瓷片桌心，清同治，直径51厘米。瓷片为圆桌镶面使用。圆形，背面素胎无釉，面坦平，中心饰黄地粉彩梅鹊纹，纹饰色彩丰富明艳，画意生动，棕褐色的梅树枝干曲折，淡粉色梅花枝头绽放，两只雀鸟栖于枝上，树边配有嫩绿的丛竹。中心纹饰外施浅绿釉一周，边饰为两道描金弦纹，内绘蓝地粉彩朵花纹一周。
黄地描金红蝠纹盅,清,http://www.dpm.org.cn/Uploads/Picture/dc/54442.jpg,杂釉彩,景德镇窑,黄地描金红蝠纹盅，清同治，高3.5厘米，口径6.6厘米，足径2.6厘米。盅敞口，弧腹，圈足，足内红彩书“同治年制”4字楷书款。器里施白釉，外壁为黄地红彩描金蝙蝠纹。口沿、近足、足边饰金彩。蝙蝠纹以红彩勾边，再描一层金彩，内填红彩，羽翼的筋脉以金彩描绘。画面充满喜庆气氛。
黄地粉彩红蝠纹碗,清,http://www.dpm.org.cn/Uploads/Picture/dc/54449.jpg,粉彩,景德镇窑,黄地粉彩红蝠纹碗，清同治，高6.3厘米，口径8.3厘米，足径3.8厘米。碗敞口，弧壁，圈足。器里施白釉，外壁为黄地红彩描金蝙蝠纹，蝙蝠羽翼的筋脉以金彩描绘。口沿、近足、足边饰金彩。足内红彩楷书“同治年制”4字楷书款。
白地墨彩花蝶纹圆盆、奁,清,http://www.dpm.org.cn/Uploads/Picture/dc/54523.jpg,釉下彩,景德镇窑,白地墨彩花蝶纹圆盆、奁，清光绪，通高15.8厘米，盆高12厘米，口径18.5厘米，  足径9.7厘米；奁高3.8厘米，口径17.3厘米，足径10.3厘米。盆撇口，深腹，折角足，底有一圆孔。奁折沿，浅壁，圈足。盆、奁口沿绘青花回纹，内施白釉，外通体白地墨彩花蝶纹饰。外壁口沿下红彩书“大雅斋”3字楷书款，旁边钤椭圆形红彩印章，印章内双龙环绕 “天地一家春”5字篆书款，器底红彩书“永庆长春”4字楷书款。
绿地粉彩藤萝花鸟纹圆盒,清,http://www.dpm.org.cn/Uploads/Picture/dc/15939.jpg,粉彩,景德镇窑,绿地粉彩藤萝花鸟纹圆盒，清光绪，高5.5厘米，口径22厘米，足径13.5厘米。盒圆形，子母口，圈足，通体绘绿地，粉彩绘藤萝花、折枝桃花和小鸟，盖面上红彩书“大雅斋”3字楷书款和“天地一家春”5字篆书款。
绿地粉彩荷花纹花盆,清,http://www.dpm.org.cn/Uploads/Picture/dc/54512.jpg,粉彩,景德镇窑,绿地粉彩荷花纹花盆，清光绪，高5厘米，口径18厘米，足径15.8厘米。花盆圆形，敞口，浅壁，平底下承5足。内施松石绿釉，外通体施绿釉，釉上以粉彩绘荷花纹饰，花间衬以蜻蜓等昆虫。装饰图案色彩雅致，清新自然。外壁口沿下红彩书“大雅斋”3字楷书款，旁边钤椭圆形红彩印章，印章内双龙环绕 “天地一家春”5字篆字款，器底红彩书“永庆长春”4字楷书款。
蓝地墨彩花鸟纹方胜式花盆,清,http://www.dpm.org.cn/Uploads/Picture/dc/54538.jpg,杂釉彩,景德镇窑,蓝地墨彩花鸟纹方胜式花盆，清光绪，高10厘米，最长25.5厘米，宽17.2厘米。花盆方胜形口，斜壁，下承6云头足。盆里施淡蓝釉，外通体绘蓝地墨彩花鸟纹，口边沿墨彩书“大雅斋”3字楷书款。旁边红彩书“天地一家春”5字篆书款。
粉彩花蝶纹扇式盆,清,http://www.dpm.org.cn/Uploads/Picture/dc/54539.jpg,粉彩,景德镇窑,粉彩花蝶纹扇式盆，清光绪，高4.5厘米，口长11.5厘米、宽25厘米，足径10.5厘米×21厘米。盆呈扇式，斜壁，下承6云头足。外底红彩书“永庆长春”4字楷书款。盆里施淡蓝釉，外壁粉彩绘桃树、蝴蝶纹。口沿下方红彩书“大雅斋”3字楷书款和“天地一家春”5字篆书款。
黄地粉彩灵芝水仙纹长方花盆,清,http://www.dpm.org.cn/Uploads/Picture/dc/54571.jpg,粉彩,景德镇窑,黄地粉彩灵芝水仙纹长方花盆，清光绪，高5.5厘米，口长14.6厘米，宽9.9厘米 ，足距13厘米，8.3厘米。花盆呈长方形，板沿，直壁，平底。底红彩书“体和殿制”4字篆款。盆内施白釉，光素无纹，外通体施浅黄色釉，口沿处以蓝料彩绘回纹，外壁4面以粉彩分绘梅、灵芝、水仙等冬季花卉纹样。
青花花卉纹花盆、奁,清,http://www.dpm.org.cn/Uploads/Picture/dc/54579.jpg,釉下彩,景德镇窑,青花花卉纹花盆、奁，清光绪，通高12.8厘米，花盆高11.4厘米，口径17.2厘米，足径11.5厘米；奁高3.4厘米，口径17.4厘米，足径13.6厘米。花盆折沿，深腹，圈足。底部开有两个渗水圆孔。外壁通体青花装饰。口沿上以青花料书写篆体“寿”字一周，“寿”字之间绘青花蝙蝠，寓意“福寿双全”。 腹部绘苍松、芭蕉、芍药等。圈足内施白釉，外底中心署青花篆体“体和殿制”4字双行款。奁折沿、浅壁、圈足。外壁绘折枝芍药，折沿上绘方胜纹，间以折枝花卉，沿边绘回纹。圈足内施白釉，外底亦署青花篆体“体和殿制”4字双行款。此套花盆装饰具有祝寿意，且署有“体和殿制”款，表明这是清代光绪年间景德镇御窑厂专门为光绪十年（1884年）慈禧太后50大寿烧造的祝寿用瓷。
黄地粉彩菊花纹圆花盆,清,http://www.dpm.org.cn/Uploads/Picture/dc/54684.jpg,粉彩,景德镇窑,黄地粉彩菊花纹圆花盆，清光绪，高8.9厘米，口径13.1厘米，足径9厘米。盆板沿，直腹，圈足。足内施白釉，红彩书“体和殿制”4字篆款。内白釉无纹，底开两圆形小孔。外通体施浅黄色釉，板沿处以红、蓝料彩绘八宝，下饰珊瑚红釉一周。腹部以粉彩绘白、粉两色菊花两组，花或含苞、或怒放，形象逼真。
黄地粉彩五蝠捧寿团纹盅,清,http://www.dpm.org.cn/Uploads/Picture/dc/54596.jpg,粉彩,景德镇窑,黄地粉彩五蝠捧寿团纹盅，清同治，高3.4厘米，口径6.5厘米，足径2.6厘米。盅敞口，弧腹，圈足，足内红彩楷书“同治年制”4字款。外壁为黄地金彩篆书团“寿”字，间折枝桃、“卍”字符纹，团“寿”及“卍”字符纹以红彩勾边，内填金彩，5只蝙蝠环绕其周，以蓝彩描金绘制，口沿饰金彩。
黄地粉彩五福捧寿纹奓斗,清,http://www.dpm.org.cn/Uploads/Picture/dc/54598.jpg,粉彩,景德镇窑,奓斗黄地粉彩五福捧寿纹奓斗，清同治，高8.9厘米，口径8.7厘米，足径5.1厘米。敞口，圆腹，圈足。造型端庄小巧。内施白釉，外通体黄釉色地上，彩绘各种云蝠纹，间插团“寿”字，口沿、腰部及近底处饰金彩一周。底白釉红彩书“同治年制”4字楷书款。此器造型小巧秀美，黄釉釉面莹润。“寿”字纹每周排列4字，每字外环绕5云蝠纹，寓意“五蝠（福）捧寿”。该器是同治时期御窑厂为慈禧太后祝寿所订烧的瓷器之一。
黄地红蝠金团寿字纹盖碗,清,http://www.dpm.org.cn/Uploads/Picture/dc/54611.jpg,杂釉彩,景德镇窑,黄地红蝠金团寿字纹盖碗，清同治，通高8.8厘米，口径10.5厘米，足径4.2厘米。碗敞口，深弧壁，圈足，盖拱形带环行抓钮。里施白釉，外施黄釉为地，上饰金彩“寿”团字纹，盖面和腹壁各书两周、3周，每周8字。字间以红彩蝙蝠纹和蓝彩“卍”字纹相隔。抓钮及足内施白釉，书红彩“同治年制”4字楷书款。盖碗造型规整，黄釉呈娇嫩的明黄色，釉面莹润亮泽。团“寿”字纹装饰排列疏密有致，是同治时期御窑厂为慈禧太后祝寿所订烧的瓷器之一。
黄地蓝寿字纹盘,清,http://www.dpm.org.cn/Uploads/Picture/dc/54622.jpg,杂釉彩,景德镇窑,黄地蓝寿字纹盘，清同治，高5.1厘米，口径17.3厘米，足径10.4厘米。盘敞口，浅弧壁，圈足。里饰黄釉地蓝彩篆书“寿”字纹，以盘心团“寿”字为中心，由里向外排列4周，每周字数不同，但书写疏密一致。外壁饰白釉地粉彩折枝花卉纹3组。足内施白釉书红彩“同治年制”4字楷书款。此盘是同治时期御窑厂为慈禧太后祝寿所订烧的瓷器之一。
松石绿釉粉彩婴戏图凤耳瓶,清,http://www.dpm.org.cn/Uploads/Picture/dc/53159.jpg,粉彩,未知,粉彩婴戏双凤耳大瓶，清，捐献自孙瀛洲。瓶盘口，长颈，溜肩，长圆腹，圈足外撇，沙底。颈两侧各饰一螭耳。瓶内施松石绿釉。口沿描金，下绘松石绿地粉彩如意头纹。颈、腹部饰凸雕“百子婴戏图”。无款。此瓶饰“百子婴戏图”，描绘出一幅喜庆热闹的节日场景。童子在苍松翠柏的庭院中嬉戏玩耍，有的舞龙，有的舞凤，有的演奏乐器，有的放炮竹，每位童子都洋溢着欢乐喜悦的神情，他们身穿华服，手舞足蹈，场面热闹非凡。整体布局层次丰富，色彩浓淡相宜，远山近景，人物表情，无不细致刻画，是一件清中期粉彩瓷精细之作。
祭蓝地描金粉彩开光山水图象耳壁瓶,清,http://www.dpm.org.cn/Uploads/Picture/dc/53158.jpg,粉彩,未知,蓝地描金开光粉彩山水兽耳瓶，清乾隆，捐献自孙瀛洲。瓶撇口，长颈，长圆腹，圈足外撇。颈对称置红彩描金象耳。瓶内施松石绿釉。外壁以祭蓝釉为地，描金彩绘如意云头纹、缠枝花纹、团寿纹、蝙蝠纹和回纹。腹部前后两组长方形开光，内白地粉彩绘山水楼阁图。足内施松石绿釉。足内中间留白署红彩“大清乾隆年制”六字篆书款。
粉彩婴龙灯图瓶,清,http://www.dpm.org.cn/Uploads/Picture/dc/53156.jpg,粉彩,未知,粉彩婴龙灯图瓶，清乾隆。
青花缠枝莲瓶,清,http://www.dpm.org.cn/Uploads/Picture/dc/53070.jpg,釉下彩,未知,"青花缠枝莲瓶，清乾隆，捐献自孙瀛洲。瓶撇口，长颈，圆腹，圈足外撇。通体青花装饰。口沿处绘海水纹、如意云头纹，颈部绘蕉叶纹、回纹，肩部绘缠枝花卉纹、如意云头纹，腹部绘缠枝莲纹，近足处绘仰莲纹，底足绘卷草纹。底足内施白釉，署青花“大清乾隆年制”六字篆书款。赏瓶亦称“玉堂春瓶”，创烧于雍正朝，属清宫大运瓷品种，历年定烧。因其主题图案是青花缠枝莲纹，寓意“清正廉洁”，常被皇帝作为赏赐用瓷，以期臣子为官清廉，故又名“赏瓶”。此件青花缠枝莲纹赏瓶，造型挺拔秀美，胎质洁白细腻，釉面莹润光亮，青花色泽鲜艳明快，纹饰布局层次分明，是乾隆朝“赏瓶”的标准器。"
粉彩壁瓶,清,http://www.dpm.org.cn/Uploads/Picture/dc/53105.jpg,粉彩,未知,粉彩壁瓶，清乾隆。
斗彩缠枝莲兽耳壁瓶,清,http://www.dpm.org.cn/Uploads/Picture/dc/53147.jpg,斗彩,未知,斗彩缠枝莲兽耳壁瓶，清乾隆。壁瓶半圆口，细颈，溜肩，圆腹，近足处内敛，下连仿玛瑙釉器座。肩部对称置铺首。口沿描金彩一周，瓶通体绘斗彩缠枝莲纹。足内署“大清乾隆年制”六字篆书横款。
